Player,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Wayne Van Dorp,L,L,27,0,1,1,-2,42,0.04,0,1,0,0,0,0,0,0,8,0.0,,
Alain Vigneault,L,D,4,0,1,1,-1,26,0.25,0,1,0,0,0,0,0,0,2,0.0,,
Wally Weir,R,R,23,0,1,1,-10,96,0.04,0,0,0,1,0,0,0,0,12,0.0,,
Brad Bombardir,L,D,16,0,1,1,0,2,0.06,0,1,0,0,0,0,0,0,6,0.0,,
Dan Bylsma,L,L,16,0,1,1,-1,2,0.06,0,0,0,0,0,1,0,0,15,0.0,,0.0
John Gruden,L,D,3,0,1,1,0,0,0.33,0,0,0,1,0,0,0,0,2,0.0,,
Kyosti Karjalainen,R,L,3,0,1,1,0,2,0.33,0,1,0,0,0,0,0,0,2,0.0,,
Daniel Lacroix,L,C,16,0,1,1,0,26,0.06,0,1,0,0,0,0,0,0,4,0.0,,
Chris Lindberg,L,L,2,0,1,1,-2,2,0.5,0,1,0,0,0,0,0,0,2,0.0,,
Chris McAlpine,R,D,28,0,1,1,0,18,0.04,0,1,0,0,0,0,0,0,19,0.0,,
Kevin Miehm,L,C,2,0,1,1,0,0,0.5,0,1,0,0,0,0,0,0,2,0.0,,
Todd Reirden,L,D,5,0,1,1,-1,0,0.2,0,1,0,0,0,0,0,0,7,0.0,,
Brad Schlegel,R,D,7,0,1,1,1,2,0.14,0,1,0,0,0,0,0,0,1,0.0,,
Pierre Sevigny,L,L,3,0,1,1,-1,0,0.33,0,1,0,0,0,0,0,0,1,0.0,,
Doug Zmolek,L,D,14,0,1,1,-4,16,0.07,0,1,0,0,0,0,0,0,5,0.0,,
Jamie Pushor,R,D,14,0,1,1,-5,16,0.07,0,0,0,0,0,1,0,0,11,0.0,,
Steve Junker,L,R,3,0,1,1,1,0,0.33,0,1,0,0,0,0,0,0,0,,,
Denny Lambert,L,L,17,0,1,1,2,28,0.06,0,1,0,0,0,0,0,0,10,0.0,,
Joe Hulbig,L,L,6,0,1,1,2,2,0.17,0,1,0,0,0,0,0,0,5,0.0,,
Jan Vopat,L,D,2,0,1,1,1,2,0.5,0,1,0,0,0,0,0,0,1,0.0,,
Michal Sykora,L,D,7,0,1,1,-2,0,0.14,0,1,0,0,0,0,0,0,7,0.0,,
Daniel Trebil,R,D,10,0,1,1,-6,8,0.1,0,1,0,0,0,0,0,0,10,0.0,,
Steve Washburn,L,C,1,0,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,,,
Marty Murray,L,C,9,0,1,1,-4,4,0.11,0,1,0,0,0,0,0,0,7,0.0,,45.1
Nolan Pratt,L,D,38,0,1,1,-3,22,0.03,0,1,0,0,0,0,0,0,21,0.0,,
Jere Karalahti,R,D,17,0,1,1,-10,20,0.06,0,1,0,0,0,0,0,0,15,0.0,,
Hans Jonsson,L,D,27,0,1,1,0,14,0.04,0,1,0,0,0,0,0,0,10,0.0,,
Steve Martins,L,C,5,0,1,1,0,0,0.2,0,1,0,0,0,0,0,0,2,0.0,,33.3
Pavel Trnka,L,D,4,0,1,1,-3,2,0.25,0,0,0,1,0,0,0,0,2,0.0,,
Serge Aubin,L,C,22,0,1,1,2,10,0.05,0,1,0,0,0,0,0,0,12,0.0,,46.1
Jason Doig,R,D,6,0,1,1,1,6,0.17,0,1,0,0,0,0,0,0,5,0.0,,
Chris McAllister,L,L,9,0,1,1,0,4,0.11,0,1,0,0,0,0,0,0,2,0.0,,
Christian Laflamme,R,D,9,0,1,1,-5,6,0.11,0,1,0,0,0,0,0,0,9,0.0,,
Clarke Wilm,L,C,5,0,1,1,-1,2,0.2,0,1,0,0,0,0,0,0,5,0.0,,52.9
Steve McKenna,L,L,3,0,1,1,1,8,0.33,0,1,0,0,0,0,0,0,3,0.0,,
Dan Focht,L,D,1,0,1,1,1,0,1.0,0,1,0,0,0,0,0,0,1,0.0,,
Josh Green,L,C,17,0,1,1,2,12,0.06,0,1,0,0,0,0,0,0,12,0.0,,37.7
Pierre Dagenais,L,R,8,0,1,1,-1,6,0.13,0,1,0,0,0,0,0,0,17,0.0,,50.0
Daniel Corso,L,C,14,0,1,1,-5,0,0.07,0,1,0,0,0,0,0,0,5,0.0,,57.5
Ivan Ciernik,L,L,2,0,1,1,1,6,0.5,0,1,0,0,0,0,0,0,2,0.0,,
Brett McLean,L,C,8,0,1,1,-5,4,0.13,0,1,0,0,0,0,0,0,8,0.0,,58.3
Harold Druken,L,C,4,0,1,1,-5,0,0.25,0,0,0,1,0,0,0,0,6,0.0,,64.0
Jonathan Hedstrom,L,R,3,0,1,1,0,2,0.33,0,1,0,0,0,0,0,0,1,0.0,,
Ossi Vaananen,L,D,20,0,1,1,3,26,0.05,0,1,0,0,0,0,0,0,9,0.0,,
Jonathan Girard,R,D,3,0,1,1,-1,2,0.33,0,0,0,1,0,0,0,0,5,0.0,,
Martin Cibak,L,C,11,0,1,1,-1,0,0.09,0,1,0,0,0,0,0,0,5,0.0,,43.6
Jamie Lundmark,R,C,6,0,1,1,-2,7,0.17,0,0,0,1,0,0,0,0,3,0.0,,35.5
Radek Martinek,R,D,11,0,1,1,-1,6,0.09,0,1,0,0,0,0,0,0,7,0.0,,
Eric Godard,R,R,7,0,1,1,1,6,0.14,0,1,0,0,0,0,0,0,1,0.0,,0.0
Tyler Sloan,L,D,4,0,1,1,0,0,0.25,0,1,0,0,0,0,0,0,1,0.0,,
Colby Armstrong,R,R,9,0,1,1,-3,26,0.11,0,1,0,0,0,0,0,0,8,0.0,,
Andreas Salomonsson,L,C,4,0,1,1,1,0,0.25,0,1,0,0,0,0,0,0,5,0.0,,
Derek Boogaard,L,L,10,0,1,1,-1,44,0.1,0,1,0,0,0,0,0,0,1,0.0,,
Ryan Hollweg,L,L,14,0,1,1,-4,23,0.07,0,1,0,0,0,0,0,0,11,0.0,,100.0
Mark Hartigan,L,C,5,0,1,1,0,4,0.2,0,1,0,0,0,0,0,0,0,,,33.3
Keith Ballard,L,D,17,0,1,1,-7,8,0.06,0,1,0,0,0,0,0,0,16,0.0,,
Anton Babchuk,R,D,13,0,1,1,-5,10,0.08,0,0,0,1,0,0,0,0,21,0.0,,
Patrick Dwyer,R,R,2,0,1,1,1,0,0.5,0,1,0,0,0,0,0,0,0,,,33.3
Nate Guenin,R,D,7,0,1,1,1,4,0.14,0,1,0,0,0,0,0,0,3,0.0,,
Freddy Meyer,L,D,6,0,1,1,-5,8,0.17,0,0,0,1,0,0,0,0,5,0.0,,
Tyson Strachan,R,D,2,0,1,1,2,0,0.5,0,1,0,0,0,0,0,0,0,,,
John Mitchell,L,C,18,0,1,1,-2,2,0.06,0,0,0,1,0,0,0,0,11,0.0,,53.5
Toby Enstrom,L,D,15,0,1,1,-5,2,0.07,0,1,0,0,0,0,0,0,11,0.0,,
Jeff Schultz,L,D,36,0,1,1,-11,14,0.03,0,1,0,0,0,0,0,0,17,0.0,,
David Booth,L,L,5,0,1,1,-1,0,0.2,0,1,0,0,0,0,0,0,7,0.0,,100.0
Jack Skille,R,R,6,0,1,1,-2,0,0.17,0,1,0,0,0,0,0,0,8,0.0,,
Taylor Chorney,L,D,12,0,1,1,-1,6,0.08,0,1,0,0,0,0,0,0,5,0.0,,
Michael Sauer,R,D,5,0,1,1,-1,0,0.2,0,1,0,0,0,0,0,0,2,0.0,,
Mark Fraser,L,D,5,0,1,1,0,7,0.2,0,1,0,0,0,0,0,0,4,0.0,,
T.J. Hensick,R,C,2,0,1,1,1,0,0.5,0,1,0,0,0,0,0,0,4,0.0,,50.0
Chris Butler,L,D,7,0,1,1,-3,10,0.14,0,1,0,0,0,0,0,0,6,0.0,,
Joe Vitale,R,C,23,0,1,1,-3,22,0.04,0,1,0,0,0,0,0,0,19,0.0,,54.6
Ryan Hamilton,L,L,2,0,1,1,0,0,0.5,0,1,0,0,0,0,0,0,3,0.0,,
Mike Weber,L,D,9,0,1,1,-4,6,0.11,0,1,0,0,0,0,0,0,6,0.0,,
Tommy Cross,L,D,1,0,1,1,1,0,1.0,0,1,0,0,0,0,0,0,0,,,
Jim O'Brien,R,C,7,0,1,1,0,0,0.14,0,1,0,0,0,0,0,0,7,0.0,,48.4
Eric Tangradi,L,L,3,0,1,1,2,0,0.33,0,1,0,0,0,0,0,0,5,0.0,,
Jack Hillen,L,D,9,0,1,1,-3,8,0.11,0,1,0,0,0,0,0,0,8,0.0,,
Cody Hodgson,R,C,12,0,1,1,-4,2,0.08,0,1,0,0,0,0,0,0,12,0.0,,46.9
David Ullstrom,L,L,3,0,1,1,1,0,0.33,0,1,0,0,0,0,0,0,2,0.0,,0.0
Mark Barberio,L,D,9,0,1,1,-4,12,0.11,0,1,0,0,0,0,0,0,13,0.0,,
Jacob Josefson,L,C,6,0,1,1,1,0,0.17,0,1,0,0,0,0,0,0,8,0.0,,52.6
Kevin Connauton,L,D,8,0,1,1,-2,22,0.13,0,1,0,0,0,0,0,0,6,0.0,,
Brandon Manning,L,D,12,0,1,1,-7,18,0.08,0,1,0,0,0,0,0,0,21,0.0,,
Michael Bournival,L,L,14,0,1,1,-3,0,0.07,0,1,0,0,0,0,0,0,16,0.0,,61.5
Joey Hishon,L,C,3,0,1,1,0,2,0.33,0,1,0,0,0,0,0,0,1,0.0,,40.0
Jarred Tinordi,L,D,13,0,1,1,-5,22,0.08,0,1,0,0,0,0,0,0,12,0.0,,
Sam Carrick,R,C,10,0,1,1,-1,12,0.1,0,1,0,0,0,0,0,0,4,0.0,,53.3
Alex Belzile,R,R,6,0,1,1,1,0,0.17,0,1,0,0,0,0,0,0,4,0.0,,
Steve Oleksy,R,D,7,0,1,1,-1,4,0.14,0,1,0,0,0,0,0,0,7,0.0,,
Raphael Diaz,R,D,13,0,1,1,-5,0,0.08,0,0,0,1,0,0,0,0,21,0.0,,
Adam Clendening,R,D,7,0,1,1,1,2,0.14,0,1,0,0,0,0,0,0,9,0.0,,
Markus Granlund,L,C,3,0,1,1,1,0,0.33,0,1,0,0,0,0,0,0,2,0.0,,37.5
Xavier Ouellet,L,D,11,0,1,1,1,14,0.09,0,0,0,0,0,1,0,0,10,0.0,,
Griffin Reinhart,L,D,2,0,1,1,-2,0,0.5,0,1,0,0,0,0,0,0,2,0.0,,
Nicolas Kerdiles,L,L,4,0,1,1,1,2,0.25,0,1,0,0,0,0,0,0,1,0.0,,0.0
Devin Shore,L,C,4,0,1,1,-3,0,0.25,0,1,0,0,0,0,0,0,7,0.0,,25.0
Christian Djoos,L,D,25,0,1,1,2,4,0.04,0,1,0,0,0,0,0,0,16,0.0,,
Joakim Ryan,L,D,23,0,1,1,-4,0,0.04,0,1,0,0,0,0,0,0,9,0.0,,
Nathan Walker,L,L,5,0,1,1,2,2,0.2,0,1,0,0,0,0,0,0,3,0.0,,
Andreas Englund,L,D,5,0,1,1,1,9,0.2,0,1,0,0,0,0,0,0,0,,,
Anders Bjork,L,L,10,0,1,1,-3,6,0.1,0,1,0,0,0,0,0,0,17,0.0,,
Christian Fischer,R,R,9,0,1,1,0,6,0.11,0,1,0,0,0,0,0,0,12,0.0,,50.0
Jeremy Lauzon,L,D,22,0,1,1,-11,26,0.05,0,1,0,0,0,0,0,0,16,0.0,,
Dante Fabbro,R,D,17,0,1,1,-3,6,0.06,0,1,0,0,0,0,0,0,10,0.0,,
Juuso Valimaki,L,D,2,0,1,1,1,0,0.5,0,1,0,0,0,0,0,0,3,0.0,,
Jesper Boqvist,L,C,14,0,1,1,-2,0,0.07,0,1,0,0,0,0,0,0,7,0.0,,39.1
Timothy Liljegren,R,D,13,0,1,1,0,2,0.08,0,1,0,0,0,0,0,0,3,0.0,,
Jakub Jerabek,L,D,2,0,1,1,-1,2,0.5,0,1,0,0,0,0,0,0,3,0.0,,
Oscar Fantenberg,L,D,23,0,1,1,-2,12,0.04,0,1,0,0,0,0,0,0,23,0.0,,
Sebastian Aho,L,D,6,0,1,1,0,2,0.17,0,0,0,1,0,0,0,0,5,0.0,,
Alexander Alexeyev,L,D,4,0,1,1,-2,4,0.25,0,1,0,0,0,0,0,0,2,0.0,,
Kevin Bahl,L,D,11,0,1,1,-1,31,0.09,0,1,0,0,0,0,0,0,9,0.0,,
Nils Lundkvist,R,D,12,0,1,1,0,2,0.08,0,1,0,0,0,0,0,0,4,0.0,,
Calen Addison,R,D,3,0,1,1,-1,0,0.33,0,1,0,0,0,0,0,0,0,,,
Connor Dewar,L,C,13,0,1,1,-3,0,0.08,0,1,0,0,0,0,0,0,13,0.0,,36.4
Jordan Spence,R,D,8,0,1,1,-2,0,0.13,0,1,0,0,0,0,0,0,8,0.0,,
John Adams,L,L,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Art Alexandre,R,L,4,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Keith Allen,L,D,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Bill Anderson,R,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Dale Anderson,L,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Doug Anderson,L,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Jim Agnew,L,D,4,0,0,0,-2,6,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Bruce Affleck,L,D,8,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,10,0.0,,
Ron Anderson,R,R,5,0,0,0,-3,4,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Steve Andrascik,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Lloyd Andrews,L,L,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
John Arbour,L,D,5,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,6,0.0,,
Steve Atkinson,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Ron Andruff,R,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Jimmy Bartlett,L,L,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Billy Bell,R,C,5,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Harvey Bennett,L,C,4,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,,,
Larry Bignell,L,D,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Steve Black,L,L,13,0,0,0,0,13,0.0,0,0,0,0,0,0,0,0,,,,
Bob Blackburn,L,D,6,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Fred Arthur,L,D,4,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Gregg Boddy,L,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Helge Bostrom,L,D,13,0,0,0,0,16,0.0,,,,,,,0,0,,,,
Bobby Boucher,R,C,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Billy Boyd,R,R,9,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Norm Aubin,L,C,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Bernie Brophy,L,L,2,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Willie Brossart,L,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Fred Brown,L,L,9,0,0,0,0,0,0.0,,,,,,,0,0,,,,
George Brown,L,C,7,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Stan Brown,L,D,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Wayne Brown,L,R,4,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Morley Bruce,R,D,3,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Warren Babe,L,L,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Bill Brydge,R,D,2,0,0,0,0,4,0.0,,,,,,,0,0,,,,
Bill Baker,L,D,6,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Glenn Brydson,R,R,11,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0,,,,
Billy Burch,L,C,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Normand Baron,L,L,3,0,0,0,0,22,0.0,0,0,0,0,0,0,0,0,0,,,
Norm Barnes,L,D,12,0,0,0,-4,8,0.0,0,0,0,0,0,0,0,0,14,0.0,,
Robin Bartel,L,D,6,0,0,0,0,16,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Cummy Burton,R,R,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Terry Caffery,R,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Frank Callighen,L,D,9,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Billy Cameron,L,R,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Earl Campbell,L,D,1,0,0,0,0,6,0.0,,,,,,,0,0,,,,
Tod Campeau,L,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Steve Cardwell,L,L,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Gene Carrigan,L,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Robin Bawa,R,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Gerry Carson,L,D,22,0,0,0,0,14,0.0,0,0,0,0,0,0,0,0,,,,
Don Cherry,L,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
John Bednarski,L,D,1,0,0,0,-1,17,0.0,0,0,0,0,0,0,0,0,0,,,
Gary Collins,L,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Pete Conacher,L,L,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Harry Connor,L,L,10,0,0,0,0,6,0.0,,,,,,,0,0,,,,
Bob Connors,L,L,2,0,0,0,0,10,0.0,,,,,,,0,0,,,,
Carson Cooper,R,R,7,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Timo Blomqvist,R,D,13,0,0,0,-6,24,0.0,0,0,0,0,0,0,0,0,16,0.0,,
Norm Corcoran,R,C,4,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,,,
Dan Bolduc,L,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Murray Costello,R,C,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Rick Bowness,R,R,5,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Curt Brackenbury,R,R,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Murray Brumwell,L,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Jeff Brubaker,L,L,2,0,0,0,0,27,0.0,0,0,0,0,0,0,0,0,0,,,
Jiri Bubla,L,D,6,0,0,0,-6,7,0.0,0,0,0,0,0,0,0,0,6,0.0,,
David Bruce,R,R,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Bruce Cowick,L,L,8,0,0,0,-1,9,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Randy Bucyk,L,C,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Gary Burns,L,L,5,0,0,0,-2,6,0.0,0,0,0,0,0,0,0,0,6,0.0,,
Barry Cullen,R,R,6,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,,,
Les Cunningham,L,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Paul Curtis,L,D,5,0,0,0,-4,2,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Frank Daley,L,L,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Bob Davie,R,D,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Buck Davies,L,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Bob Dawes,L,D,10,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,,,
Butch Deadmarsh,L,L,4,0,0,0,-4,17,0.0,0,0,0,0,0,0,0,0,0,,,
Tony Demers,R,R,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Norm Dennis,L,C,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,,,
Vic Desjardins,R,C,16,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Michel Deziel,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Marcel Dheere,L,L,5,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,,,
Wade Campbell,R,D,10,0,0,0,-7,20,0.0,0,0,0,0,0,0,0,0,10,0.0,,
Ernie Dickens,L,D,5,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,,,
Babe Donnelly,L,D,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
John Doran,L,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Kent Carlson,L,D,8,0,0,0,-2,13,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Gilles Dube,L,L,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
John Duggan,L,L,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Art Duncan,R,D,4,0,0,0,0,4,0.0,,,,,,,0,0,,,,
Duke Dukowski,L,D,6,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,,,
Jay Caufield,R,R,17,0,0,0,-2,42,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Bruce Cassidy,L,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Dave Chyzowski,L,L,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Mike Christie,L,D,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Dan Chicoine,R,R,1,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Kim Clackson,R,D,8,0,0,0,-3,70,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Dean Chynoweth,R,D,6,0,0,0,-3,26,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Rob Cimetta,L,L,1,0,0,0,0,15,0.0,0,0,0,0,0,0,0,0,0,,,
Gordie Clark,R,R,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Steve Clippingdale,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Danton Cole,R,R,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Joe Contini,L,C,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Hap Emms,L,L,14,0,0,0,0,12,0.0,0,0,0,0,0,0,0,0,,,,
Aut Erickson,L,D,7,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Paul Evans,L,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Stewart Evans,L,D,26,0,0,0,0,20,0.0,0,0,0,0,0,0,0,0,,,,
Tony Featherstone,R,R,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Yves Courteau,L,R,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Wilf Field,R,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Louis Crawford,L,L,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Guyle Fielder,L,C,6,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,,,
Troy Crowder,R,R,4,0,0,0,-2,22,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Denis Cyr,L,R,4,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,6,0.0,,
Sandy Fitzpatrick,L,C,12,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,3,0.0,,
Richard David,L,L,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Kim Davis,L,C,4,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,,,
Dave Debol,R,C,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Larry Depalma,L,C,3,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0,,,
Ray Fortin,L,D,6,0,0,0,-1,8,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Dave Donnelly,L,C,5,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Brian Dobbin,R,R,2,0,0,0,0,17,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Clark Donatelli,L,L,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Bob Frampton,L,L,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Jordy Douglas,L,L,6,0,0,0,-2,4,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Peter Driscoll,L,L,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Irv Frew,R,D,4,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,,,
Harry Frost,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Steve Dykstra,L,L,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Leo Gaudreault,L,L,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Art Gauthier,L,C,1,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Art Giroux,R,R,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Fred Glover,R,C,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Sam Godin,R,R,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Fred Gordon,R,R,2,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Ed Gorman,L,D,8,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Gerry Goyer,L,C,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,,
Tony Graboski,L,L,3,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,,,
Leth Graham,L,L,1,0,0,0,0,0,0.0,,,,,,,0,0,,,,
Anders Eldebrink,R,D,14,0,0,0,2,10,0.0,0,0,0,0,0,0,0,0,14,0.0,,
Lucien Grenier,L,R,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
George Grigor,R,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Lloyd Gross,L,L,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Len Grosvenor,R,C,4,0,0,0,0,2,0.0,,,,,,,0,0,,,,
Lloyd Haddon,L,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Gord Haidy,R,R,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,
Anders Hakansson,L,L,6,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,2,0.0,,
Larry Hale,L,D,8,0,0,0,-12,12,0.0,0,0,0,0,0,0,0,0,6,0.0,,
Murray Hall,R,R,6,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,5,0.0,,
Milt Halliday,L,L,6,0,0,0,0,0,0.0,,,,,,,0,0,,,,
John English,R,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Joe Hardy,L,C,4,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,4,0.0,,
Hugh Harris,L,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,,
Todd Ewen,R,R,26,0,0,0,-1,87,0.0,0,0,0,0,0,0,0,0,6,0.0,,
